last_scraped,source,name,description,neighborhood_overview,host_name,host_since,host_location,host_about,host_response_time,host_is_superhost,host_verifications,host_identity_verified,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,first_review,license,instant_bookable,id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
2024-09-25,city scrape,"Rento habitación  ""Éxito""",Places of interest: Near corporate and shopping centers. You'll love my place because you'll save yourself the traffic when entering and exiting the area. My place is good for adventurers and business travelers.<br />We have surveillance cameras in the public areas for guest protection,Información acerca del vecindario no proporcionada,Jorge,2015-11-23,2015-11-23,"Arquitecto empresario  especialista desde hace quince años en técnicas taoistas  y filosofías budistas y tántricas,  facilitador en meditación merkaba, geometría y arquitectura sagradas de lo cual imparte cursos, terapeuta quántico, maestro de yoga y primer grado iniciático en la gran fraternidad universal, Coach certificado . Tercer Dan en Tae Kwon Do 
Profesor certificado en Zhineng Qi Gong Ming Jue y Terapeuta de Vidas Pasadas
Amigable, espiritual y servicial.",within an hour,f,"['email', 'phone']",t,Cuajimalpa de Morelos,Shared room in home,Shared room,1 shared bath,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Hangers"", ""Free parking on premises"", ""Coffee maker"", ""Paid washer \u2013 In unit"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Pocket wifi"", ""TV with standard cable"", ""Kitchen"", ""Oven"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Paid dryer \u2013 In unit"", ""Free street parking"", ""Microwave"", ""Cooking basics"", ""Building staff""]",2017-07-12,No disponible,t,13622872,1.0,1.0,23.0,26.0,19.36864,-99.2,4.0,1.0,1.0,2.0,918.0,1.0,1125.0,1.0,365.0,24,48,78,84,13.0,0.0,4.69,4.85,4.92,4.92,4.92,4.77,0.15
2024-09-26,previous scrape,Citta San Jerónimo apartamento,Apartment in citta san Jerónimo great development for business or pleasure just 5 minutes from Santa Fe,Información acerca del vecindario no proporcionada,Carlo,2016-09-21,2016-09-21,Información acerca del anfitrión del no proporcionada,within an hour,f,['phone'],f,Álvaro Obregón,Shared room in rental unit,Shared room,1 shared bath,"[""Free parking on premises"", ""Pool"", ""Kitchen"", ""Gym"", ""Elevator""]",9999-01-01,No disponible,f,15165035,1.0,1.0,1.0,1.0,19.33279,-99.2389,3.0,1.5,1.6,2.0,300.0,1.0,1125.0,1.0,1125.0,0,0,0,0,0.0,0.0,4.8,4.9,4.8,4.8,4.8,4.7,1.7
2024-09-25,city scrape,Single bed  in a dormitory,"We are 15 minutes away by car from the Airport and 35 minutes from  ""Mexico´s down town"" by subway",The best area to taste tradicional mexicane cuisine at really affordable prices. Better than attend to restaurants or the uptown with inflated prices and fewer variety.,Diego,2016-09-25,2016-09-25,Soy una persona tranquila que goza de viajar cuando puedo. Trabajo en un hotel asi que me gusta atender a mis huespdes con lo mejor que me han enseñado en mi empleo. Espero  poder ofrecerte algo de tu agrado.,within an hour,f,"['email', 'phone']",t,Iztacalco,Shared room in guest suite,Shared room,1 shared bath,"[""Extra pillows and blankets"", ""Body soap"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Wifi"", ""Lockbox"", ""Fire extinguisher"", ""Bathtub"", ""Bed linens"", ""Self check-in"", ""Essentials"", ""Free street parking"", ""Shampoo"", ""Hot water"", ""Pets allowed"", ""Dedicated workspace"", ""Smoke alarm"", ""Paid parking off premises""]",2016-11-22,No disponible,f,16011942,0.82,0.73,7.0,7.0,19.39701,-99.2,1.0,1.0,1.0,1.8,250.0,1.0,7.0,1.0,7.0,30,60,90,90,54.0,0.0,4.52,4.57,4.8,4.77,4.65,4.63,0.57
2024-09-25,city scrape,Cama individual en habitación compartida,"Single bed in a triple room. If you only wanted the room for yourself, ask me for a special offer!","Excellent gastronomic offer in the area , on the hill there are something eocnomic to 9 pesos a tacos to cakes of 80 giant pesos. Pozole, enchiladas, whatever you want",Diego,2016-09-25,2016-09-25,Soy una persona tranquila que goza de viajar cuando puedo. Trabajo en un hotel asi que me gusta atender a mis huespdes con lo mejor que me han enseñado en mi empleo. Espero  poder ofrecerte algo de tu agrado.,within an hour,f,"['email', 'phone']",t,Iztacalco,Shared room in home,Shared room,1 shared bath,"[""Carbon monoxide alarm"", ""Wifi"", ""Free carport on premises \u2013 1 space"", ""Patio or balcony"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Pets allowed"", ""Smoke alarm""]",2017-01-18,No disponible,f,16032189,0.82,0.73,7.0,7.0,19.39872,-99.2,1.0,1.0,1.0,1.8,250.0,1.0,7.0,1.0,7.0,30,60,90,90,3.0,0.0,4.33,4.0,4.33,4.33,4.9,4.33,0.03
2024-09-26,previous scrape,Habitación sencilla dentro de casa,For one person only,Información acerca del vecindario no proporcionada,Humberto,2017-01-04,2017-01-04,Información acerca del anfitrión del no proporcionada,within an hour,f,"['email', 'phone']",f,Coyoacán,Shared room in home,Shared room,1 shared bath,[],9999-01-01,No disponible,f,17964379,1.0,1.0,3.0,3.0,19.31947,-99.14869,1.0,1.5,1.6,2.0,300.0,1.0,1125.0,1.0,1125.0,0,0,0,0,0.0,0.0,4.8,4.9,4.8,4.8,4.8,4.7,1.7
2024-09-26,previous scrape,Excelente cuarto zona sur CDMX,"Excellent apartment with 1 bedroom for accommodation for  2 people in the southern CDMX area with coffee service and excellent kitchen to enjoy a rich comfort or a rich cup of coffee in front of an 80""screen and pleasant ambient music","Museums, easy access, car rental",Israel,2017-04-21,2017-04-21,Buen anfitrión. Cordial y amable  ,within an hour,f,"['email', 'phone']",f,Benito Juárez,Shared room in rental unit,Shared room,1 shared bath,"[""Self check-in"", ""Smoking allowed"", ""Pets allowed"", ""Building staff""]",9999-01-01,No disponible,f,18451165,1.0,1.0,1.0,1.0,19.36154,-99.15249,2.0,1.5,1.6,2.0,300.0,1.0,1125.0,1.0,1125.0,0,0,0,0,0.0,0.0,4.8,4.9,4.8,4.8,4.8,4.7,1.7
2024-09-25,city scrape,HABITACIÓN CON SERVICIOS INCLUIDOS,"Spacious room, a double and single bunk bed. Full bathroom, electricity, water, internet, included. Preferred monthly rent for a single occupant. Towels, microwave oven, espresso coffee maker, sandwich maker are included. American breakfast can be included x $70mxn x person. You have independent access to the room from the street. Close to Tlacotal metrobus stations and Coyuya metro. 20 min (walking) from Foro Sol, Brothers Rodriguez Racetrack, Sports Palace.",Información acerca del vecindario no proporcionada,Nelson,2015-10-25,2015-10-25,"Ingeniero de servicio técnico. 
Viajero frecuente y aventurero ",within an hour,f,"['email', 'phone']",t,Iztacalco,Shared room in rental unit,Shared room,1 shared bath,"[""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Wifi"", ""Fire extinguisher"", ""Bed linens"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Pets allowed"", ""Single level home"", ""Microwave""]",2017-11-20,No disponible,f,19037182,1.0,1.0,1.0,1.0,19.3955,-99.10519,2.0,1.0,1.0,2.0,2029.0,2.0,1125.0,2.0,1125.0,23,53,83,91,16.0,0.0,4.88,5.0,5.0,4.94,4.75,4.94,0.19
2024-09-26,previous scrape,"Casa de estudiantes (UPN, COLMEX y UNAM)","Furnished rooms for students are rented.<br />The rooms have 2 double beds, 2 buros and 2 closets.<br />Great location for living with shops, pharmacies, transportation, etc.<br />Including water, electricity, internet, gas and cleaning services.<br />Bedding and cooking utensils are provided, they can make use of the washer and dryer.","it's a safe space during the day, and we have everything close by, but it's recommended not to be out after 10pm",Roman Ernesto,2016-11-21,2016-11-21,Estudiante de maestría.  Me gusta andar en bici y los video juegos. Me gusta el ecoturismo.,within an hour,f,"['email', 'phone']",f,Tlalpan,Shared room in home,Shared room,1.5 shared baths,"[""Washer"", ""Wifi"", ""Cleaning available during stay"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Coffee maker"", ""Long term stays allowed"", ""Hot water"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Babysitter recommendations"", ""Pocket wifi"", ""Game console"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Oven"", ""Stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Microwave"", ""Cooking basics""]",9999-01-01,No disponible,f,19333425,1.0,1.0,2.0,2.0,19.28528,-99.22093,2.0,1.5,1.6,2.0,300.0,3.0,1125.0,2.8,1125.0,0,0,0,0,0.0,0.0,4.8,4.9,4.8,4.8,4.8,4.7,1.7
2024-09-26,previous scrape,Excelente habitación en departamento,"apartment with excellent atmosphere, with living/dining room, kitchen, full bathroom, three bedrooms (one already inhabited), good lighting in all spaces, fifty meters from the normal metro station.",Información acerca del vecindario no proporcionada,Nathan,2017-09-06,2017-09-06,Información acerca del anfitrión del no proporcionada,within an hour,f,"['email', 'phone']",f,Miguel Hidalgo,Shared room in rental unit,Shared room,1 shared bath,"[""Wifi"", ""Kitchen"", ""Hangers""]",2017-11-20,No disponible,f,20833518,1.0,1.0,1.0,3.0,19.44434,-99.16704,2.0,1.5,1.6,2.0,300.0,2.0,6.0,2.0,6.0,0,0,0,0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
2024-09-26,previous scrape,Depto céntrico CD MX,"Downtown apartment 10 minutes from downtown Mexico City. Accessible room (bus, train station). <br /><br />Services:<br />Internet, <br />Televsion, <br />Breakfast, <br />lunch and <br />dinner.<br /><br />Accessible area.",I live in the downtown area of the city. The place is very  central and safe. There is surveillance (video cameras),Luis,2014-05-04,2014-05-04,"Soy una persona que disfruta viajar, conocer gente, ayudar a los turistas. Puedes revisarmos referencias  mi perfil de couchsurfing  es:

couchsurfing.com/people/luiszamora

Sientete libre de preguntarme cualquier día antes de hacer tu reserva",within an hour,f,['email'],f,Venustiano Carranza,Shared room in rental unit,Shared room,1 shared bath,"[""Washer"", ""TV"", ""Wifi"", ""Heating"", ""Breakfast"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Microwave"", ""Smoking allowed""]",9999-01-01,No disponible,f,21314149,1.0,1.0,1.0,1.0,19.40979,-99.1246,1.0,1.5,1.6,2.0,300.0,1.0,1125.0,1.0,1125.0,0,0,0,0,0.0,0.0,4.8,4.9,4.8,4.8,4.8,4.7,1.7
2024-09-25,city scrape,Colchoneta dentro de nuestra sala BAÑO COMPARTIDO,"Buenvenido!! ❤️I tell you that our armchair is of standard dimension and you may be higher, please specify it 🤗<br />There is the possibility of a mattress on the floor  (please specify)<br />Access to refrigerator and microwave oven.<br />Ideal for express travelers, only if you want to get to sleep and leave for your concert, this possibility we enable it for backpackers is 🎒not comfortable to rest 24 hrs since we make normal house movements that can affect your rest😘",Información acerca del vecindario no proporcionada,Shannthall,2015-07-25,2015-07-25,Hola soy mexicana llevo 8 años hosteando en airbnb me gusta viajar y convivir :) ,within a few hours,f,"['email', 'phone']",t,Venustiano Carranza,Shared room in rental unit,Shared room,1 shared bath,"[""Iron"", ""Hair dryer"", ""TV"", ""Wifi"", ""Coffee maker"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware"", ""Hot water"", ""Dedicated workspace"", ""Cooking basics"", ""Hangers""]",2017-11-20,No disponible,f,21451591,0.96,0.63,6.0,8.0,19.40829,-99.10902,1.0,1.0,1.0,1.0,600.0,2.0,1125.0,1.0,1125.0,24,53,83,358,8.0,1.0,4.75,4.88,4.88,4.88,5.0,4.75,0.1
2024-09-26,previous scrape,DEPARTAMENTO  COMPARTIDO PARA  GENTE  COMO  TU,PLEASANT  COMFORTABLE LOCATION NEAR CINEMAS THEATRES MUSEUMS EL PALACIO DE LAS  BELLAS  ARTES  ZOCALO ZOO ZOO ZOO AREA  BRUSHES PLACE  AS  CENTERS FOR EATING  COFFEE  AND RECORDS,MUSEUM OF ANTHROPOLOGY CHAPULTEPEC PARK THE  PALACE  OF  FINE  ARTS  AND THE PINK ZONE,Ramón,2017-11-17,2017-11-17,Información acerca del anfitrión del no proporcionada,within an hour,f,"['email', 'phone']",f,Miguel Hidalgo,Shared room in guest suite,Shared room,1 shared bath,"[""Iron"", ""Washer"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Pets allowed""]",9999-01-01,No disponible,f,21819110,1.0,1.0,1.0,1.0,19.44392,-99.17965,1.0,1.5,1.6,2.0,300.0,10.0,10.0,10.0,10.0,0,0,0,0,0.0,0.0,4.8,4.9,4.8,4.8,4.8,4.7,1.7
2024-09-25,city scrape,"TRENDY HOSTEL / Yes we speak English, Welcome !!!",Descripción no proporcionada,Información acerca del vecindario no proporcionada,Ignacio,2017-02-02,2017-02-02,Información acerca del anfitrión del no proporcionada,within a few hours,f,"['email', 'phone', 'work_email']",t,Miguel Hidalgo,Shared room in rental unit,Shared room,1 shared bath,"[""Dryer"", ""Iron"", ""Washer"", ""Wifi"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Breakfast"", ""Host greets you"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Free street parking"", ""Shampoo"", ""Hot water"", ""Hair dryer""]",2018-09-29,No disponible,f,24272530,0.75,0.67,9.0,12.0,19.44803,-99.18615,1.0,1.0,1.0,1.0,413.0,1.0,60.0,1.0,60.0,28,58,88,363,8.0,0.0,4.88,4.38,4.88,4.88,4.63,4.88,0.11
2024-09-25,city scrape,Cuarto para profesionista independiente,"Beautiful house in private with 24 hour security surveillance and CCTV service with remote access, you can rent the necessary rooms, includes vegetarian breakfast every morning","Victor's place is in Mexico City, Mexico.<br />Very close to UIC University, CU, access roads to the Supervia, Insurgentes Sur, Tlalpan and Periférico, nearby shopping malls Perisur, Patio Tlalpan, Gran Sur, the beautiful center of Tlalpan is a very nice place and recommended to visit",Victor,2016-06-10,2016-06-10,Información acerca del anfitrión del no proporcionada,within an hour,f,"['email', 'phone']",t,Tlalpan,Shared room in home,Shared room,1.5 shared baths,"[""Free parking on premises"", ""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Breakfast"", ""Kitchen"", ""First aid kit"", ""Gym"", ""Essentials"", ""Shampoo"", ""Smoking allowed"", ""Hangers""]",9999-01-01,No disponible,f,24540559,1.0,1.0,2.0,2.0,19.4,-99.17713,1.0,1.5,1.0,1.0,350.0,3.0,20.0,3.0,20.0,30,60,90,365,0.0,0.0,4.8,4.9,4.8,4.8,4.8,4.7,1.7
2024-09-26,previous scrape,Departamento con balcón muy acogedor,One block from the Venustiano Carranza store is close to a Sanborns bakery shops Walmart Mercado Cocktails inexpensive kitchens very close to the Sound Market and 10 minutes from the historic center is close to the Park of Illustres and the Fray Servando metro is close to the Fray Servando metro,Información acerca del vecindario no proporcionada,Karina,2015-12-15,2015-12-15,Información acerca del anfitrión del no proporcionada,within an hour,f,"['email', 'phone']",f,Venustiano Carranza,Shared room in dorm,Shared room,1 shared bath,"[""Dryer"", ""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Breakfast"", ""Kitchen"", ""First aid kit"", ""Gym"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer""]",9999-01-01,No disponible,f,26687899,1.0,1.0,1.0,4.0,19.41982,-99.11541,2.0,1.5,1.6,2.0,300.0,1.0,15.0,1.0,15.0,0,0,0,0,0.0,0.0,4.8,4.9,4.8,4.8,4.8,4.7,1.7
